"","song","album","year","url","lyrics"
"170","Battle For Britain (The Letter)","Earthling","1997","http://www.azlyrics.com/lyrics/davidbowie/battleforbritaintheletter.html","

My, my, the time do fly 
When it's in another pair of hands
And a loser I will be
For I've never been 
a winner in my life
I got used to stressing pain
I used the sucker pills
to pity for the self
Oh, it's the animal in me
But I'd rather be a beggarman on the shelf

Don't be so forlorn, 
it's just the payoff
It's the rain before the storm
On a better day, I'll take you by the hand
And I'll walk you through the doors
Don't be so forlorn, 
it's just the payoff
It's the rain before the storm

Don't you let my letter get you down
Don't you, don't you, don't you, don't you

My, my, but time do fly
When it's in another pair of pants
And illusion I will be
For I've never been a sinner,
la di da

Don't be so forlorn,
it's just the payoff
It's the rain before the storm
Don't you let my letter get you down
Don't you, don't you, don't you, don't you

Don't you let my letter get you down, down, down, down
Don't you, don't you, don't you, don't you
Don't you let my letter get you down, down, down, down
"
"171","Thursday\'s Child","Hours...","1999","http://www.azlyrics.com/lyrics/davidbowie/thursdayschild.html","

All of my life I've tried so hard
Doing my best with what I had 
Nothing much happened all the same 

Something about me stood apart
A whisper of hope that seemed to fail 
Maybe I'm born right out of my time
Breaking my life in two 

[CHORUS]
Throw me tomorrow
Now that I've really got a chance 
Throw me tomorrow 
Everything's falling into place 
Throw me tomorrow 
Seeing my past to let it go 
Throw me tomorrow 
Only for you I don't regret 
That I was Thursday's child 

Monday Tuesday Wednesday born I was
Monday Tuesday Wednesday born I was 
Thursday's child

Sometimes I cried my heart to sleep 
Shuffling days and lonesome nights
Sometimes my courage fell to my feet 

Lucky old sun is in my sky 
Nothing prepared me for your smile 
Lighting the darkness of my soul 
Innocence in your arms 

[CHORUS]
"
"172","Boss Of Me","The Next Day","2013","http://www.azlyrics.com/lyrics/davidbowie/bossofme.html","

Tell me when you're sad
I wanna make it cool again
I know you're feeling bad
Tell me when you're cool again

Who'd have ever thought of it
Who'd have ever dreamed
That a small town girl like you
Would be the boss of me

We fly through the night
The tears on your lips
Life has your mind and soul
It spins on your hips

Who'd have ever thought of it
Who'd have ever dreamed

Who'd have ever thought of it
Who'd have ever dreamed
That a small town girl like you
Would be the boss of me
Would be the boss of me
Would be the boss of me

You look at me and you weep
For the free blue sky
I look to the stars
As they flicker and float in your eyes
And under these wings of steel
The small town dies

Who'd have ever thought of it
Who'd have ever dreamed

Who'd have ever thought of it
Who'd have ever dreamed
That a small town girl like you
Would be the boss of me

Who'd have ever thought of it
Who'd have ever dreamed
That a small town girl like you
Would be the boss of me
Would be the boss of me
Would be the boss of me
"
"173","Dancing Out In Space","The Next Day","2013","http://www.azlyrics.com/lyrics/davidbowie/dancingoutinspace.html","

Cutting through the water
Hands upon the ghost
To the city of solid iron
Through the kingdom of the ghost
Send your friend away now
Let him sail back home tonight

Something like religion
Dancing face to face
Something like a drowning
Dancing out in space

No-one here can see you
Dancing face to face
No-one here can beat you
Dancing out in space

Silent as Georges Rodenbach
Mist and silhouette
Girl, you move like water
You've got stars upon your head
You've got my name and number
You've got to take the floor

Something like religion
Dancing face to face
Something like a drowning
Dancing out in space

No-one here can see you
Dancing face to face
No-one here can beat you
Dancing out in space

Dancing face to face
Dancing out in space

Dancing face to face
Dancing out in space

Dancing face to face
Dancing out in space
"
"174","Something In The Air","Hours...","1999","http://www.azlyrics.com/lyrics/davidbowie/somethingintheair.html","

Your coat and hat are gone
I really can't look at your little empty shelf
A ragged teddy bear
It feels like we never had a chance
Don't look me in the eye

We lay in each others arms
But the room is just an empty space
I guess we lived it out
Something in the air
We smiled too fast 
then can't think of a thing to say

Lived with the best times
Left with the worst
I've danced with you too long
Nothing left to say

Let's take what we can
I know you hold your head up high
We've raced for the last time
A place of no return

And there's something in the air
Something in my eye
I've danced with you too long
Something in the air
Something in my eye

Abracadoo - I lose you
We can't avoid the clash
The big mistake
Now we're gona pay and pay
The sentence of our lives
Can't believe I'm asking you to go

We used what we could
To get the things we want
But we lost each other on the way
I guess you know I never wanted 
anyone more than you

Lived all our best times
Left with the worst
I've danced with you to long
Say what you will

But there's something in the air
Raced for the last time
Well I know you hold your head up high
There's nothing we have to say
There's nothing in my eyes
But there's something in the air
Something in my eye
I've danced with you too long
There's something I have to say
There's something in the air
Something in my eye
I've danced with you too long
"
"175","Sunday","Heathen","2002","http://www.azlyrics.com/lyrics/davidbowie/sunday.html","

Nothing remains 
We could run 
when the rain slows
Look for the cars or signs of life 
Where the heat goes 
Look for the drifters
We should crawl under the bracken 
Look for the shafts of light on the road
Where the heat goes

Everything has changed 
For in truth, it's the beginning of nothing
And nothing has changed 
Everything has changed
For in truth, it's the beginning of an end
And nothing has changed
And everything has changed 

[first voice]
In your fear 
Of what we have become
Take to the fire
Now we must burn 
All that we are 
Rise together
Through these clouds 
As on wings

[2nd voice]
In your fear, seek only peace 
In you fear, seek only love 
In your fear, seek only peace
In you fear, seek only love 
In your fear, in your fear 
As on wings 
This is the trip 
And this is the business we take
This is our number 
All my trials, Lord
Will be remembered
Everything has changed
"
"176","Everyone Says \'HI\'","Heathen","2002","http://www.azlyrics.com/lyrics/davidbowie/everyonesayshi.html","

Said you took a big trip
They said you moved away
Happened oh, so quietly
They say

Shoulda took a picture
Something I could keep
Buy a little frame
Something cheap
For you

Everyone says hi

Said you sailed a big ship
Said you sailed away
Didn't know the right thing
To say

I'd love to get a letter
Like to know what's what
Hope the weather's good
And it's not too hot
For you

Everyone says hi
Everyone says hi

Everyone says
Don't stay in a sad place
Where they don't care how you are
Everyone says hi

If the money is lousy
You can always come home
We can do the old things
We can do all the bad things
If the food gets you leery
You can always phone
We could do all the good things
We could do it, we could do it,
we could do it
Don't stay in a bad place
Where they don't care how you are

Everyone says hi
Everyone says hi
Everyone says hi
And the girl next door
And the guy upstairs
Everyone says hi
And your mum and dad
Everyone says hi
And your big fat dog
Everyone says hi
Everyone says hi
Hi hi hi hi
"
"177","How Does The Grass Grow?","The Next Day","2013","http://www.azlyrics.com/lyrics/davidbowie/howdoesthegrassgrow.html","

There's a graveyard by the station
Where the girls wear nylon skirts and
Sandals from Hungary
The boys ride their Riga 1's
Upon the little hill
Such sadness and grief
The trees die standing

That's where we made our trysts
And struggled with our guns
Would you still love me
If the clocks could go backwards
The girls would fill with blood and
The grass would be green again
Remember the dead
They were so great
Some of them

Ya ya ya ya ya ya ya ya ya ya
Ya ya ya ya ya ya
How does the grass grow
Blood blood blood
Ya ya ya ya ya ya ya ya ya ya
Ya ya ya ya ya ya
Where do the boys lie
Mud mud mud
How does the grass grow
Blood blood blood

But I lived a blind life
A white face in prison
But you made a life out of nothing
Now I ride my black horse
I miss you more
Than you'll ever ever know
Waiting with my red eyes
And my stone heart

Ya ya ya ya ya ya ya ya ya ya
Ya ya ya ya ya ya
How does the grass grow
Blood blood blood
Ya ya ya ya ya ya ya ya ya ya
Ya ya ya ya ya ya
Where do the boys lie
Mud mud mud
How does the grass grow
Blood blood blood

I gaze in defeat
At the stars in the night
The light in my life burnt away
There will be no tomorrow
Then you sigh in your sleep
And meaning returns with the day

Ya ya ya ya ya ya ya ya ya ya
Ya ya ya ya ya ya
Where do the boys lie
Mud mud mud
How does the grass grow
Blood blood blood
"
"178","Try Some, Buy Some","Reality","2003","http://www.azlyrics.com/lyrics/davidbowie/trysomebuysome.html","

Way back in time
Someone said try some
I tried some
Now buy some, I bought some...
Oh oh oh
After a while
When I had tried them, denied them
I opened my eyes and I saw you...

Not a thing did I have
Not a thing did I see
'Till I called on your love
And your love came to me
Oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh ohhh

Through my life
I've seen grey sky, met big fry
Seen them die to get high...
Ohhh
And when it seemed that I would only be lonely
I opened my eyes and I saw you

Not a thing did I feel
Not a thing did I know
'Till I called on your love
And your love sure did grow
Oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh ohhh

Won't you try some
Baby won't you buy some
Won't you try some
Baby won't you buy some
Oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh ohhh
"
"179","The Dreamers","Hours...","1999","http://www.azlyrics.com/lyrics/davidbowie/thedreamers.html","

Black eyed ravens
They spiral down
They tilt his head back
To the flame filled sunset
Rise their guns high
As the darken falls
These are the days, boys 

Shallow man
Shallow man 
Eats in the doorways 
With his head inclined
And he's always in decline
No one heals anymore
So he shrinks as they ride
Under vermillion sky

So it goes 
Just a searcher
Lonely soul 
The last of the dreamers

Shallow man
Shallow man
Speaks to the shadows
Moves his trembling hands
And he's always a little late
For the dawning of the day

So it goes 
Just a searcher
Lonely soul 
The last of the dreamers 

[CHORUS]
"
